      Time        Ns        Nh        Nq        Tw
         1         0         0         0         0
         2         0         0         1         1
         3         1         0         1         1
         4         1         0         2         2
         5         1         1         3         3
         6         1         1         2         3
         7         1         2         2         4
         8         3         2         3         6
         9         3         2         2         6
        10         3         2         3         8
        11         3         6         2         8
        12         3         6         2         8
        13         3         7         3         9
        14         3         8         3         9
        15         3         8         3         9
        16         3         9         4        11
        17         3        11         3        11
        18         3        11         4        12
        19         3        11         3        12
        20         3        11         4        13
        21         3        13         5        14
        22         3        15         4        14
        23         3        15         4        14
        24         3        15         4        15
        25         4        15         4        15
        26         5        15         5        16
        27         5        15         6        17
        28         6        15         6        17
        29         6        15         6        18
        30         7        15         6        18
        31         8        15         6        19
        32         9        15         6        19
        33        10        15         6        20
        34        11        15         6        20
        35        12        15         6        21
        36        13        15         6        21
        37        14        15         6        22
        38        15        15         6        22
        39        16        15         6        23
        40        17        15         6        23
        41        18        15         6        24
        42        19        15         6        24
        43        20        15         7        25
        44        21        15         7        25
        45        21        15         8        26
        46        22        15         8        26
        47        22        15         8        27
        48        23        15         8        27
        49        24        15         8        28
        50        25        15         8        28
        51        26        15         9        29
        52        27        15         9        29
        53        27        15         9        30
        54        28        15         9        30
        55        29        15        10        31
        56        30        15        10        31
        57        30        15        10        32
        58        31        15        10        32
        59        32        15        10        33
        60        33        15        10        33
        61        34        15        11        34
        62        35        15        11        34
        63        35        15        12        35
        64        36        15        12        35
        65        36        15        12        36
        66        37        15        12        36
        67        38        15        13        37
        68        39        15        13        37
        69        39        15        13        38
        70        40        15        13        38
        71        41        15        14        39
        72        42        15        14        39
        73        42        15        14        40
        74        43        15        14        40
        75        44        15        14        41
        76        45        15        14        41
        77        46        15        15        42
        78        47        15        15        42
        79        47        15        16        43
        80        48        15        16        43
        81        48        15        16        44
        82        49        15        16        44
        83        50        15        17        45
        84        51        15        17        45
        85        51        15        18        46
        86        52        15        18        46
        87        52        15        18        47
        88        53        15        18        47
        89        54        15        18        48
        90        55        15        18        48
        91        56        15        18        49
        92        57        15        18        49
        93        58        15        18        50
        94        59        15        18        50
        95        60        15        19        51
        96        61        15        19        51
        97        61        15        19        52
        98        62        15        19        52
        99        63        15        20        53
       100        64        15        20        53
       101        64        15        20        54
       102        65        15        20        54
       103        66        15        21        55
       104        67        15        21        55
       105        67        15        22        56
       106        68        15        22        56
       107        68        15        23        57
       108        69        15        23        57
       109        69        15        24        58
       110        70        15        24        58
       111        70        15        24        59
       112        71        15        24        59
       113        72        15        24        60
       114        73        15        24        60
       115        74        15        24        61
       116        75        15        24        61
       117        76        15        25        62
       118        77        15        25        62
       119        77        15        26        63
       120        78        15        26        63
       121        78        15        26        64
       122        79        15        26        64
       123        80        15        27        65
       124        81        15        27        65
       125        81        15        28        66
       126        82        15        28        66
       127        82        15        28        67
       128        83        15        28        67
       129        84        15        29        68
       130        85        15        29        68
       131        85        15        29        69
       132        86        15        29        69
       133        87        15        29        70
       134        88        15        29        70
       135        89        15        29        71
       136        90        15        29        71
       137        91        15        30        72
       138        92        15        30        72
       139        92        15        31        73
       140        93        15        31        73
       141        93        15        32        74
       142        94        15        32        74
       143        94        15        32        75
       144        95        15        32        75
       145        96        15        32        76
       146        97        15        32        76
       147        98        15        32        77
       148        99        15        32        77
       149       100        15        33        78
       150       101        15        33        78
       151       101        15        33        79
       152       102        15        33        79
       153       103        15        33        80
       154       104        15        33        80
       155       105        15        34        81
       156       106        15        34        81
       157       106        15        35        82
       158       107        15        35        82
       159       107        15        36        83
       160       108        15        36        83
       161       108        15        37        84
       162       109        15        37        84
       163       109        15        37        85
       164       110        15        37        85
       165       111        15        37        86
       166       112        15        37        86
       167       113        15        38        87
       168       114        15        38        87
       169       114        15        38        88
       170       115        15        38        88
       171       116        15        38        89
       172       117        15        38        89
       173       118        15        38        90
       174       119        15        38        90
       175       120        15        38        91
       176       121        15        38        91
       177       122        15        39        92
       178       123        15        39        92
       179       123        15        39        93
       180       124        15        39        93
       181       125        15        40        94
       182       126        15        40        94
       183       126        15        40        95
       184       127        15        40        95
       185       128        15        40        96
       186       129        15        40        96
       187       130        15        40        97
       188       131        15        40        97
       189       132        15        40        98
       190       133        15        40        98
       191       134        15        41        99
       192       135        15        41        99
       193       135        15        41       100
       194       136        15        41       100
       195       137        15        42       101
       196       138        15        42       101
       197       138        15        42       102
       198       139        15        42       102
       199       140        15        43       103
       200       141        15        43       103
       201       141        15        43       104
       202       142        15        43       104
       203       143        15        43       105
       204       144        15        43       105
       205       145        15        43       106
       206       146        15        43       106
       207       147        15        44       107
       208       148        15        44       107
       209       148        15        44       108
       210       149        15        44       108
       211       150        15        44       109
       212       151        15        44       109
       213       152        15        45       110
       214       153        15        45       110
       215       153        15        45       111
       216       154        15        45       111
       217       155        15        45       112
       218       156        15        45       112
       219       157        15        45       113
       220       158        15        45       113
       221       159        15        45       114
       222       160        15        45       114
       223       161        15        46       115
       224       162        15        46       115
       225       162        15        46       116
       226       163        15        46       116
       227       164        15        47       117
       228       165        15        47       117
       229       165        15        47       118
       230       166        15        47       118
       231       167        15        48       119
       232       168        15        48       119
       233       168        15        48       120
       234       169        15        48       120
       235       170        15        49       121
       236       171        15        49       121
       237       171        15        50       122
       238       172        15        50       122
       239       172        15        50       123
       240       173        15        50       123
       241       174        15        50       124
       242       175        15        50       124
       243       176        15        51       125
       244       177        15        51       125
       245       177        15        51       126
       246       178        15        51       126
       247       179        15        51       127
       248       180        15        51       127
       249       181        15        51       128
