      Time        Ns        Nh        Nq        Tw
         1         0         0         0         0
         2         0         0         1         1
         3         1         0         1         1
         4         1         0         2         2
         5         1         1         3         4
         6         1         1         2         4
         7         1         1         2         6
         8         3         1         3         7
         9         4         1         3         7
        10         4         1         4         8
        11         4         2         4         8
        12         4         2         5         9
        13         4         5         4         9
        14         4         5         4         9
        15         4         5         5        10
        16         5         5         5        10
        17         5         5         5        11
        18         6         6         5        11
        19         7         6         5        11
        20         7         6         5        12
        21         8         7         5        12
        22         9         7         5        12
        23         9         8         6        13
        24         9         8         7        14
        25         9         8         6        14
        26         9        10         7        16
        27         9        10         7        16
        28         9        10         7        17
        29        10        10         7        17
        30        11        10         8        18
        31        12        10         8        18
        32        12        10         8        19
        33        13        10         8        19
        34        14        10         8        20
        35        15        10         8        20
        36        16        10         8        21
        37        17        10         8        21
        38        18        10         8        22
        39        19        10         8        22
        40        20        10         8        23
        41        21        10         8        23
        42        22        10         9        24
        43        23        10         9        24
        44        23        10         9        25
        45        24        10         9        25
        46        25        10         9        26
        47        26        10         9        26
        48        27        10         9        27
        49        28        10         9        27
        50        29        10        10        28
        51        30        10        10        28
        52        30        10        10        29
        53        31        10        10        29
        54        32        10        10        30
        55        33        10        10        30
        56        34        10        10        31
        57        35        10        10        31
        58        36        10        10        32
        59        37        10        10        32
        60        38        10        10        33
        61        39        10        10        33
        62        40        10        10        34
        63        41        10        10        34
        64        42        10        10        35
        65        43        10        10        35
        66        44        10        10        36
        67        45        10        10        36
        68        46        10        10        37
        69        47        10        10        37
        70        48        10        11        38
        71        49        10        11        38
        72        49        10        11        39
        73        50        10        11        39
        74        51        10        12        40
        75        52        10        12        40
        76        52        10        12        41
        77        53        10        12        41
        78        54        10        13        42
        79        55        10        13        42
        80        55        10        14        43
        81        56        10        14        43
        82        56        10        14        44
        83        57        10        14        44
        84        58        10        14        45
        85        59        10        14        45
        86        60        10        14        46
        87        61        10        14        46
        88        62        10        15        47
        89        63        10        15        47
        90        63        10        15        48
        91        64        10        15        48
        92        65        10        15        49
        93        66        10        15        49
        94        67        10        16        50
        95        68        10        16        50
        96        68        10        16        51
        97        69        10        16        51
        98        70        10        17        52
        99        71        10        17        52
       100        71        10        17        53
       101        72        10        17        53
       102        73        10        17        54
       103        74        10        17        54
       104        75        10        18        55
       105        76        10        18        55
       106        76        10        18        56
       107        77        10        18        56
       108        78        10        19        57
       109        79        10        19        57
       110        79        10        19        58
       111        80        10        19        58
       112        81        10        20        59
       113        82        10        20        59
       114        82        10        21        60
       115        83        10        21        60
       116        83        10        21        61
       117        84        10        21        61
       118        85        10        21        62
       119        86        10        21        62
       120        87        10        21        63
       121        88        10        21        63
       122        89        10        21        64
       123        90        10        21        64
       124        91        10        21        65
       125        92        10        21        65
       126        93        10        21        66
       127        94        10        21        66
       128        95        10        22        67
       129        96        10        22        67
       130        96        10        22        68
       131        97        10        22        68
       132        98        10        22        69
       133        99        10        22        69
       134       100        10        22        70
       135       101        10        22        70
       136       102        10        23        71
       137       103        10        23        71
       138       103        10        23        72
       139       104        10        23        72
       140       105        10        23        73
       141       106        10        23        73
       142       107        10        24        74
       143       108        10        24        74
       144       108        10        24        75
       145       109        10        24        75
       146       110        10        24        76
       147       111        10        24        76
       148       112        10        24        77
       149       113        10        24        77
       150       114        10        25        78
       151       115        10        25        78
       152       115        10        26        79
       153       116        10        26        79
       154       116        10        26        80
       155       117        10        26        80
       156       118        10        26        81
       157       119        10        26        81
       158       120        10        26        82
       159       121        10        26        82
       160       122        10        26        83
       161       123        10        26        83
       162       124        10        26        84
       163       125        10        26        84
       164       126        10        26        85
       165       127        10        26        85
       166       128        10        26        86
       167       129        10        26        86
       168       130        10        26        87
       169       131        10        26        87
       170       132        10        26        88
       171       133        10        26        88
       172       134        10        26        89
       173       135        10        26        89
       174       136        10        27        90
       175       137        10        27        90
       176       137        10        27        91
       177       138        10        27        91
       178       139        10        28        92
       179       140        10        28        92
       180       140        10        29        93
       181       141        10        29        93
       182       141        10        29        94
       183       142        10        29        94
       184       143        10        30        95
       185       144        10        30        95
       186       144        10        31        96
       187       145        10        31        96
       188       145        10        32        97
       189       146        10        32        97
       190       146        10        33        98
       191       147        10        33        98
       192       147        10        34        99
       193       148        10        34        99
       194       148        10        35       100
       195       149        10        35       100
       196       149        10        36       101
       197       150        10        36       101
       198       150        10        36       102
       199       151        10        36       102
       200       152        10        37       103
       201       153        10        37       103
       202       153        10        38       104
       203       154        10        38       104
       204       154        10        38       105
       205       155        10        38       105
       206       156        10        38       106
       207       157        10        38       106
       208       158        10        38       107
       209       159        10        38       107
       210       160        10        38       108
       211       161        10        38       108
       212       162        10        38       109
       213       163        10        38       109
       214       164        10        39       110
       215       165        10        39       110
       216       165        10        39       111
       217       166        10        39       111
       218       167        10        39       112
       219       168        10        39       112
       220       169        10        39       113
       221       170        10        39       113
       222       171        10        40       114
       223       172        10        40       114
       224       172        10        40       115
       225       173        10        40       115
       226       174        10        40       116
       227       175        10        40       116
       228       176        10        40       117
       229       177        10        40       117
       230       178        10        40       118
       231       179        10        40       118
       232       180        10        41       119
       233       181        10        41       119
       234       181        10        41       120
       235       182        10        41       120
       236       183        10        41       121
       237       184        10        41       121
       238       185        10        42       122
       239       186        10        42       122
       240       186        10        42       123
       241       187        10        42       123
       242       188        10        42       124
       243       189        10        42       124
       244       190        10        42       125
       245       191        10        42       125
       246       192        10        42       126
       247       193        10        42       126
       248       194        10        42       127
       249       195        10        42       127
