      Time        Ns        Nh        Nq        Tw
         1         0         0         0         0
         2         0         0         0         1
         3         1         0         0         1
         4         2         0         0         2
         5         2         2         1         3
         6         2         2         1         3
         7         2         2         2         4
         8         2         3         2         5
         9         3         3         2         5
        10         3         3         2         6
        11         4         3         2         6
        12         5         3         3         7
        13         6         3         4         9
        14         6         3         5        12
        15         6         3         6        18
        16         6         3         7        20
        17         6         3         8        23
        18         6         3         9        27
        19         6         3        10        31
        20         6         3        11        34
        21         6         3        12        38
        22         6         3        10        38
        23         6         3        10        39
        24         9         3        10        39
        25        10         3        10        40
        26        11         3        10        40
        27        12         3        11        41
        28        13         3        11        41
        29        13         3        11        42
        30        14         3        11        42
        31        15         3        11        43
        32        16         3        11        43
        33        17         3        11        44
        34        18         3        11        44
        35        19         3        12        45
        36        20         3        12        45
        37        20         3        12        46
        38        21         3        12        46
        39        22         3        12        47
        40        23         3        12        47
        41        24         3        12        48
        42        25         3        12        48
        43        26         3        12        49
        44        27         3        12        49
        45        28         3        12        50
        46        29         3        12        50
        47        30         3        12        51
        48        31         3        12        51
        49        32         3        12        52
        50        33         3        12        52
        51        34         3        12        53
        52        35         3        12        53
        53        36         3        12        54
        54        37         3        12        54
        55        38         3        12        55
        56        39         3        12        55
        57        40         3        12        56
        58        41         3        12        56
        59        42         3        12        57
        60        43         3        12        57
        61        44         3        12        58
        62        45         3        12        58
        63        46         3        12        59
        64        47         3        12        59
        65        48         3        12        60
        66        49         3        12        60
        67        50         3        12        61
        68        51         3        12        61
        69        52         3        12        62
        70        53         3        12        62
        71        54         3        13        63
        72        55         3        13        63
        73        55         3        13        64
        74        56         3        13        64
        75        57         3        13        65
        76        58         3        13        65
        77        59         3        14        66
        78        60         3        14        66
        79        60         3        15        67
        80        61         3        15        67
        81        61         3        15        68
        82        62         3        15        68
        83        63         3        15        69
        84        64         3        15        69
        85        65         3        15        70
        86        66         3        15        70
        87        67         3        16        71
        88        68         3        16        71
        89        68         3        16        72
        90        69         3        16        72
        91        70         3        16        73
        92        71         3        16        73
        93        72         3        16        74
        94        73         3        16        74
        95        74         3        17        75
        96        75         3        17        75
        97        75         3        17        76
        98        76         3        17        76
        99        77         3        17        77
       100        78         3        17        77
       101        79         3        17        78
       102        80         3        17        78
       103        81         3        17        79
       104        82         3        17        79
       105        83         3        17        80
       106        84         3        17        80
       107        85         3        17        81
       108        86         3        17        81
       109        87         3        17        82
       110        88         3        17        82
       111        89         3        17        83
       112        90         3        17        83
       113        91         3        18        84
       114        92         3        18        84
       115        92         3        19        85
       116        93         3        19        85
       117        93         3        19        86
       118        94         3        19        86
       119        95         3        20        87
       120        96         3        20        87
       121        96         3        20        88
       122        97         3        20        88
       123        98         3        20        89
       124        99         3        20        89
       125       100         3        20        90
       126       101         3        20        90
       127       102         3        21        91
       128       103         3        21        91
       129       103         3        21        92
       130       104         3        21        92
       131       105         3        21        93
       132       106         3        21        93
       133       107         3        22        94
       134       108         3        22        94
       135       108         3        22        95
       136       109         3        22        95
       137       110         3        22        96
       138       111         3        22        96
       139       112         3        22        97
       140       113         3        22        97
       141       114         3        23        98
       142       115         3        23        98
       143       115         3        23        99
       144       116         3        23        99
       145       117         3        23       100
       146       118         3        23       100
       147       119         3        24       101
       148       120         3        24       101
       149       120         3        24       102
       150       121         3        24       102
       151       122         3        24       103
       152       123         3        24       103
       153       124         3        24       104
       154       125         3        24       104
       155       126         3        24       105
       156       127         3        24       105
       157       128         3        25       106
       158       129         3        25       106
       159       129         3        26       107
       160       130         3        26       107
       161       130         3        26       108
       162       131         3        26       108
       163       132         3        27       109
       164       133         3        27       109
       165       133         3        27       110
       166       134         3        27       110
       167       135         3        28       111
       168       136         3        28       111
       169       136         3        29       112
       170       137         3        29       112
       171       137         3        29       113
       172       138         3        29       113
       173       139         3        29       114
       174       140         3        29       114
       175       141         3        29       115
       176       142         3        29       115
       177       143         3        29       116
       178       144         3        29       116
       179       145         3        29       117
       180       146         3        29       117
       181       147         3        29       118
       182       148         3        29       118
       183       149         3        29       119
       184       150         3        29       119
       185       151         3        30       120
       186       152         3        30       120
       187       152         3        30       121
       188       153         3        30       121
       189       154         3        30       122
       190       155         3        30       122
       191       156         3        30       123
       192       157         3        30       123
       193       158         3        30       124
       194       159         3        30       124
       195       160         3        30       125
       196       161         3        30       125
       197       162         3        30       126
       198       163         3        30       126
       199       164         3        30       127
       200       165         3        30       127
       201       166         3        30       128
       202       167         3        30       128
       203       168         3        30       129
       204       169         3        30       129
       205       170         3        30       130
       206       171         3        30       130
       207       172         3        30       131
       208       173         3        30       131
       209       174         3        30       132
       210       175         3        30       132
       211       176         3        31       133
       212       177         3        31       133
       213       177         3        31       134
       214       178         3        31       134
       215       179         3        31       135
       216       180         3        31       135
       217       181         3        31       136
       218       182         3        31       136
       219       183         3        31       137
       220       184         3        31       137
       221       185         3        31       138
       222       186         3        31       138
       223       187         3        31       139
       224       188         3        31       139
       225       189         3        32       140
       226       190         3        32       140
       227       190         3        33       141
       228       191         3        33       141
       229       191         3        33       142
       230       192         3        33       142
       231       193         3        33       143
       232       194         3        33       143
       233       195         3        34       144
       234       196         3        34       144
       235       196         3        35       145
       236       197         3        35       145
       237       197         3        35       146
       238       198         3        35       146
       239       199         3        35       147
       240       200         3        35       147
       241       201         3        35       148
       242       202         3        35       148
       243       203         3        36       149
       244       204         3        36       149
       245       204         3        36       150
       246       205         3        36       150
       247       206         3        37       151
       248       207         3        37       151
       249       207         3        37       152
       250       208         3        37       152
       251       209         3        38       153
       252       210         3        38       153
       253       210         3        38       154
       254       211         3        38       154
       255       212         3        38       155
       256       213         3        38       155
       257       214         3        38       156
       258       215         3        38       156
       259       216         3        38       157
       260       217         3        38       157
       261       218         3        38       158
       262       219         3        38       158
       263       220         3        38       159
       264       221         3        38       159
       265       222         3        39       160
       266       223         3        39       160
       267       223         3        39       161
       268       224         3        39       161
       269       225         3        39       162
       270       226         3        39       162
       271       227         3        39       163
       272       228         3        39       163
       273       229         3        40       164
       274       230         3        40       164
       275       230         3        40       165
       276       231         3        40       165
       277       232         3        41       166
       278       233         3        41       166
       279       233         3        41       167
       280       234         3        41       167
       281       235         3        41       168
       282       236         3        41       168
       283       237         3        41       169
       284       238         3        41       169
       285       239         3        41       170
       286       240         3        41       170
       287       241         3        42       171
       288       242         3        42       171
       289       242         3        42       172
       290       243         3        42       172
       291       244         3        43       173
       292       245         3        43       173
       293       245         3        44       174
       294       246         3        44       174
       295       246         3        44       175
       296       247         3        44       175
       297       248         3        44       176
       298       249         3        44       176
       299       250         3        44       177
       300       251         3        44       177
       301       252         3        45       178
       302       253         3        45       178
       303       253         3        45       179
       304       254         3        45       179
       305       255         3        45       180
       306       256         3        45       180
       307       257         3        46       181
       308       258         3        46       181
       309       258         3        46       182
       310       259         3        46       182
       311       260         3        47       183
       312       261         3        47       183
       313       261         3        48       184
       314       262         3        48       184
       315       262         3        48       185
       316       263         3        48       185
       317       264         3        48       186
       318       265         3        48       186
       319       266         3        49       187
       320       267         3        49       187
       321       267         3        49       188
       322       268         3        49       188
       323       269         3        49       189
       324       270         3        49       189
       325       271         3        50       190
       326       272         3        50       190
       327       272         3        50       191
       328       273         3        50       191
       329       274         3        51       192
       330       275         3        51       192
       331       275         3        52       193
       332       276         3        52       193
       333       276         3        52       194
       334       277         3        52       194
       335       278         3        52       195
       336       279         3        52       195
       337       280         3        52       196
       338       281         3        52       196
       339       282         3        52       197
       340       283         3        52       197
       341       284         3        52       198
       342       285         3        52       198
       343       286         3        52       199
       344       287         3        52       199
       345       288         3        52       200
       346       289         3        52       200
       347       290         3        53       201
       348       291         3        53       201
       349       291         3        54       202
       350       292         3        54       202
       351       292         3        54       203
       352       293         3        54       203
       353       294         3        54       204
       354       295         3        54       204
       355       296         3        54       205
       356       297         3        54       205
       357       298         3        54       206
       358       299         3        54       206
       359       300         3        55       207
       360       301         3        55       207
       361       301         3        56       208
       362       302         3        56       208
       363       302         3        56       209
       364       303         3        56       209
       365       304         3        56       210
       366       305         3        56       210
       367       306         3        56       211
       368       307         3        56       211
       369       308         3        56       212
       370       309         3        56       212
       371       310         3        57       213
       372       311         3        57       213
       373       311         3        58       214
       374       312         3        58       214
       375       312         3        58       215
       376       313         3        58       215
       377       314         3        58       216
       378       315         3        58       216
       379       316         3        58       217
       380       317         3        58       217
       381       318         3        59       218
       382       319         3        59       218
       383       319         3        59       219
       384       320         3        59       219
       385       321         3        59       220
       386       322         3        59       220
       387       323         3        60       221
       388       324         3        60       221
       389       324         3        60       222
       390       325         3        60       222
       391       326         3        61       223
       392       327         3        61       223
       393       327         3        61       224
       394       328         3        61       224
       395       329         3        61       225
       396       330         3        61       225
       397       331         3        61       226
       398       332         3        61       226
       399       333         3        61       227
       400       334         3        61       227
       401       335         3        61       228
       402       336         3        61       228
       403       337         3        61       229
       404       338         3        61       229
       405       339         3        61       230
       406       340         3        61       230
       407       341         3        61       231
       408       342         3        61       231
       409       343         3        61       232
       410       344         3        61       232
       411       345         3        61       233
       412       346         3        61       233
       413       347         3        62       234
       414       348         3        62       234
       415       348         3        62       235
       416       349         3        62       235
       417       350         3        62       236
       418       351         3        62       236
       419       352         3        63       237
       420       353         3        63       237
       421       353         3        63       238
       422       354         3        63       238
       423       355         3        64       239
       424       356         3        64       239
       425       356         3        64       240
       426       357         3        64       240
       427       358         3        64       241
       428       359         3        64       241
       429       360         3        65       242
       430       361         3        65       242
       431       361         3        65       243
       432       362         3        65       243
       433       363         3        66       244
       434       364         3        66       244
       435       364         3        66       245
       436       365         3        66       245
       437       366         3        66       246
       438       367         3        66       246
       439       368         3        66       247
       440       369         3        66       247
       441       370         3        66       248
       442       371         3        66       248
       443       372         3        66       249
       444       373         3        66       249
       445       374         3        66       250
       446       375         3        66       250
       447       376         3        67       251
       448       377         3        67       251
       449       377         3        68       252
       450       378         3        68       252
       451       378         3        69       253
       452       379         3        69       253
       453       379         3        70       254
       454       380         3        70       254
       455       380         3        71       255
       456       381         3        71       255
       457       381         3        71       256
       458       382         3        71       256
       459       383         3        71       257
       460       384         3        71       257
       461       385         3        71       258
       462       386         3        71       258
       463       387         3        71       259
       464       388         3        71       259
       465       389         3        71       260
       466       390         3        71       260
       467       391         3        71       261
       468       392         3        71       261
       469       393         3        72       262
       470       394         3        72       262
       471       394         3        73       263
       472       395         3        73       263
       473       395         3        73       264
       474       396         3        73       264
       475       397         3        73       265
       476       398         3        73       265
       477       399         3        73       266
       478       400         3        73       266
       479       401         3        74       267
       480       402         3        74       267
       481       402         3        75       268
       482       403         3        75       268
       483       403         3        76       269
       484       404         3        76       269
       485       404         3        76       270
       486       405         3        76       270
       487       406         3        76       271
       488       407         3        76       271
       489       408         3        76       272
       490       409         3        76       272
       491       410         3        76       273
       492       411         3        76       273
       493       412         3        77       274
       494       413         3        77       274
       495       413         3        77       275
       496       414         3        77       275
       497       415         3        77       276
       498       416         3        77       276
       499       417         3        78       277
       500       418         3        78       277
       501       418         3        78       278
       502       419         3        78       278
       503       420         3        79       279
       504       421         3        79       279
       505       421         3        80       280
       506       422         3        80       280
       507       422         3        81       281
       508       423         3        81       281
       509       423         3        81       282
       510       424         3        81       282
       511       425         3        81       283
       512       426         3        81       283
       513       427         3        81       284
       514       428         3        81       284
       515       429         3        81       285
       516       430         3        81       285
       517       431         3        82       286
       518       432         3        82       286
       519       432         3        83       287
       520       433         3        83       287
       521       433         3        83       288
       522       434         3        83       288
       523       435         3        83       289
       524       436         3        83       289
       525       437         3        83       290
       526       438         3        83       290
       527       439         3        83       291
       528       440         3        83       291
       529       441         3        84       292
       530       442         3        84       292
       531       442         3        84       293
       532       443         3        84       293
       533       444         3        85       294
       534       445         3        85       294
       535       445         3        85       295
       536       446         3        85       295
       537       447         3        86       296
       538       448         3        86       296
       539       448         3        86       297
       540       449         3        86       297
       541       450         3        86       298
       542       451         3        86       298
       543       452         3        86       299
       544       453         3        86       299
       545       454         3        86       300
       546       455         3        86       300
       547       456         3        87       301
       548       457         3        87       301
       549       457         3        87       302
       550       458         3        87       302
       551       459         3        87       303
       552       460         3        87       303
       553       461         3        87       304
       554       462         3        87       304
       555       463         3        88       305
       556       464         3        88       305
       557       464         3        88       306
       558       465         3        88       306
       559       466         3        88       307
       560       467         3        88       307
       561       468         3        88       308
       562       469         3        88       308
       563       470         3        89       309
       564       471         3        89       309
       565       471         3        89       310
       566       472         3        89       310
       567       473         3        89       311
       568       474         3        89       311
       569       475         3        90       312
       570       476         3        90       312
       571       476         3        91       313
       572       477         3        91       313
       573       477         3        92       314
       574       478         3        92       314
       575       478         3        92       315
       576       479         3        92       315
       577       480         3        93       316
       578       481         3        93       316
       579       481         3        93       317
       580       482         3        93       317
       581       483         3        93       318
       582       484         3        93       318
       583       485         3        93       319
       584       486         3        93       319
       585       487         3        93       320
       586       488         3        93       320
       587       489         3        94       321
       588       490         3        94       321
       589       490         3        94       322
       590       491         3        94       322
       591       492         3        94       323
       592       493         3        94       323
       593       494         3        95       324
       594       495         3        95       324
       595       495         3        96       325
       596       496         3        96       325
       597       496         3        96       326
       598       497         3        96       326
       599       498         3        96       327
       600       499         3        96       327
       601       500         3        96       328
       602       501         3        96       328
       603       502         3        96       329
       604       503         3        96       329
       605       504         3        97       330
       606       505         3        97       330
       607       505         3        97       331
       608       506         3        97       331
       609       507         3        97       332
       610       508         3        97       332
       611       509         3        97       333
       612       510         3        97       333
       613       511         3        97       334
       614       512         3        97       334
       615       513         3        97       335
       616       514         3        97       335
       617       515         3        97       336
       618       516         3        97       336
       619       517         3        97       337
       620       518         3        97       337
       621       519         3        98       338
       622       520         3        98       338
       623       520         3        98       339
       624       521         3        98       339
       625       522         3        98       340
       626       523         3        98       340
       627       524         3        98       341
       628       525         3        98       341
       629       526         3        99       342
       630       527         3        99       342
       631       527         3       100       343
       632       528         3       100       343
       633       528         3       100       344
       634       529         3       100       344
       635       530         3       100       345
       636       531         3       100       345
       637       532         3       101       346
       638       533         3       101       346
       639       533         3       101       347
       640       534         3       101       347
       641       535         3       102       348
       642       536         3       102       348
       643       536         3       102       349
       644       537         3       102       349
       645       538         3       103       350
       646       539         3       103       350
       647       539         3       104       351
       648       540         3       104       351
       649       540         3       104       352
       650       541         3       104       352
       651       542         3       104       353
       652       543         3       104       353
       653       544         3       104       354
       654       545         3       104       354
       655       546         3       104       355
       656       547         3       104       355
       657       548         3       104       356
       658       549         3       104       356
       659       550         3       105       357
       660       551         3       105       357
       661       551         3       105       358
       662       552         3       105       358
       663       553         3       105       359
       664       554         3       105       359
       665       555         3       105       360
       666       556         3       105       360
       667       557         3       105       361
       668       558         3       105       361
       669       559         3       106       362
       670       560         3       106       362
       671       560         3       106       363
       672       561         3       106       363
       673       562         3       106       364
       674       563         3       106       364
       675       564         3       107       365
       676       565         3       107       365
       677       565         3       107       366
       678       566         3       107       366
       679       567         3       108       367
       680       568         3       108       367
       681       568         3       109       368
       682       569         3       109       368
       683       569         3       110       369
       684       570         3       110       369
       685       570         3       110       370
       686       571         3       110       370
       687       572         3       111       371
       688       573         3       111       371
       689       573         3       111       372
       690       574         3       111       372
       691       575         3       112       373
       692       576         3       112       373
       693       576         3       112       374
       694       577         3       112       374
       695       578         3       113       375
       696       579         3       113       375
       697       579         3       114       376
       698       580         3       114       376
       699       580         3       115       377
       700       581         3       115       377
       701       581         3       116       378
       702       582         3       116       378
       703       582         3       117       379
       704       583         3       117       379
       705       583         3       117       380
       706       584         3       117       380
       707       585         3       117       381
       708       586         3       117       381
       709       587         3       117       382
       710       588         3       117       382
       711       589         3       117       383
       712       590         3       117       383
       713       591         3       117       384
       714       592         3       117       384
       715       593         3       117       385
       716       594         3       117       385
       717       595         3       118       386
       718       596         3       118       386
       719       596         3       119       387
       720       597         3       119       387
       721       597         3       119       388
       722       598         3       119       388
       723       599         3       119       389
       724       600         3       119       389
       725       601         3       119       390
       726       602         3       119       390
       727       603         3       120       391
       728       604         3       120       391
       729       604         3       121       392
       730       605         3       121       392
       731       605         3       121       393
       732       606         3       121       393
       733       607         3       121       394
       734       608         3       121       394
       735       609         3       121       395
       736       610         3       121       395
       737       611         3       121       396
       738       612         3       121       396
       739       613         3       122       397
       740       614         3       122       397
       741       614         3       122       398
       742       615         3       122       398
       743       616         3       123       399
       744       617         3       123       399
       745       617         3       123       400
       746       618         3       123       400
       747       619         3       123       401
       748       620         3       123       401
       749       621         3       123       402
       750       622         3       123       402
       751       623         3       124       403
       752       624         3       124       403
       753       624         3       125       404
       754       625         3       125       404
       755       625         3       125       405
       756       626         3       125       405
       757       627         3       125       406
       758       628         3       125       406
       759       629         3       125       407
       760       630         3       125       407
       761       631         3       125       408
       762       632         3       125       408
       763       633         3       126       409
       764       634         3       126       409
       765       634         3       127       410
       766       635         3       127       410
       767       635         3       128       411
       768       636         3       128       411
       769       636         3       129       412
       770       637         3       129       412
       771       637         3       129       413
       772       638         3       129       413
       773       639         3       129       414
       774       640         3       129       414
       775       641         3       129       415
       776       642         3       129       415
       777       643         3       129       416
       778       644         3       129       416
       779       645         3       129       417
       780       646         3       129       417
       781       647         3       129       418
       782       648         3       129       418
       783       649         3       130       419
       784       650         3       130       419
       785       650         3       131       420
       786       651         3       131       420
       787       651         3       131       421
       788       652         3       131       421
       789       653         3       132       422
       790       654         3       132       422
       791       654         3       132       423
       792       655         3       132       423
       793       656         3       132       424
       794       657         3       132       424
       795       658         3       132       425
       796       659         3       132       425
       797       660         3       133       426
       798       661         3       133       426
       799       661         3       133       427
       800       662         3       133       427
       801       663         3       134       428
       802       664         3       134       428
       803       664         3       135       429
       804       665         3       135       429
       805       665         3       135       430
       806       666         3       135       430
       807       667         3       136       431
       808       668         3       136       431
       809       668         3       136       432
       810       669         3       136       432
       811       670         3       137       433
       812       671         3       137       433
       813       671         3       137       434
       814       672         3       137       434
       815       673         3       137       435
       816       674         3       137       435
       817       675         3       137       436
       818       676         3       137       436
       819       677         3       137       437
       820       678         3       137       437
       821       679         3       137       438
       822       680         3       137       438
       823       681         3       137       439
       824       682         3       137       439
       825       683         3       138       440
       826       684         3       138       440
       827       684         3       138       441
       828       685         3       138       441
       829       686         3       138       442
       830       687         3       138       442
       831       688         3       139       443
       832       689         3       139       443
       833       689         3       139       444
       834       690         3       139       444
       835       691         3       139       445
       836       692         3       139       445
       837       693         3       139       446
       838       694         3       139       446
       839       695         3       139       447
       840       696         3       139       447
       841       697         3       140       448
       842       698         3       140       448
       843       698         3       140       449
       844       699         3       140       449
       845       700         3       141       450
       846       701         3       141       450
       847       701         3       141       451
       848       702         3       141       451
       849       703         3       141       452
       850       704         3       141       452
       851       705         3       141       453
       852       706         3       141       453
       853       707         3       141       454
       854       708         3       141       454
       855       709         3       141       455
       856       710         3       141       455
       857       711         3       141       456
       858       712         3       141       456
       859       713         3       141       457
       860       714         3       141       457
       861       715         3       142       458
       862       716         3       142       458
       863       716         3       142       459
       864       717         3       142       459
       865       718         3       142       460
       866       719         3       142       460
       867       720         3       143       461
       868       721         3       143       461
       869       721         3       143       462
       870       722         3       143       462
       871       723         3       144       463
       872       724         3       144       463
       873       724         3       144       464
       874       725         3       144       464
       875       726         3       144       465
       876       727         3       144       465
       877       728         3       144       466
       878       729         3       144       466
       879       730         3       144       467
       880       731         3       144       467
       881       732         3       144       468
       882       733         3       144       468
       883       734         3       144       469
       884       735         3       144       469
       885       736         3       144       470
       886       737         3       144       470
       887       738         3       145       471
       888       739         3       145       471
       889       739         3       145       472
       890       740         3       145       472
       891       741         3       145       473
       892       742         3       145       473
       893       743         3       145       474
       894       744         3       145       474
       895       745         3       145       475
       896       746         3       145       475
       897       747         3       145       476
       898       748         3       145       476
       899       749         3       145       477
       900       750         3       145       477
       901       751         3       145       478
       902       752         3       145       478
       903       753         3       145       479
       904       754         3       145       479
       905       755         3       146       480
       906       756         3       146       480
       907       756         3       147       481
       908       757         3       147       481
       909       757         3       148       482
       910       758         3       148       482
       911       758         3       148       483
       912       759         3       148       483
       913       760         3       148       484
       914       761         3       148       484
       915       762         3       149       485
       916       763         3       149       485
       917       763         3       150       486
       918       764         3       150       486
       919       764         3       150       487
       920       765         3       150       487
       921       766         3       151       488
       922       767         3       151       488
       923       767         3       151       489
       924       768         3       151       489
       925       769         3       151       490
       926       770         3       151       490
       927       771         3       151       491
       928       772         3       151       491
       929       773         3       151       492
       930       774         3       151       492
       931       775         3       151       493
       932       776         3       151       493
       933       777         3       151       494
       934       778         3       151       494
       935       779         3       151       495
       936       780         3       151       495
       937       781         3       151       496
       938       782         3       151       496
       939       783         3       152       497
       940       784         3       152       497
       941       784         3       152       498
       942       785         3       152       498
       943       786         3       152       499
       944       787         3       152       499
       945       788         3       152       500
       946       789         3       152       500
       947       790         3       152       501
       948       791         3       152       501
       949       792         3       153       502
       950       793         3       153       502
       951       793         3       153       503
       952       794         3       153       503
       953       795         3       154       504
       954       796         3       154       504
       955       796         3       154       505
       956       797         3       154       505
       957       798         3       154       506
       958       799         3       154       506
       959       800         3       154       507
       960       801         3       154       507
       961       802         3       154       508
       962       803         3       154       508
       963       804         3       154       509
       964       805         3       154       509
       965       806         3       154       510
       966       807         3       154       510
       967       808         3       154       511
       968       809         3       154       511
       969       810         3       154       512
       970       811         3       154       512
       971       812         3       154       513
       972       813         3       154       513
       973       814         3       155       514
       974       815         3       155       514
       975       815         3       156       515
       976       816         3       156       515
       977       816         3       156       516
       978       817         3       156       516
       979       818         3       156       517
       980       819         3       156       517
       981       820         3       156       518
       982       821         3       156       518
       983       822         3       156       519
       984       823         3       156       519
       985       824         3       157       520
       986       825         3       157       520
       987       825         3       157       521
       988       826         3       157       521
       989       827         3       157       522
       990       828         3       157       522
       991       829         3       158       523
       992       830         3       158       523
       993       830         3       158       524
       994       831         3       158       524
       995       832         3       158       525
       996       833         3       158       525
       997       834         3       159       526
       998       835         3       159       526
       999       835         3       160       527
      1000       836         3       160       527
